Fire_ID,Fire_Name,sample_number,Acres,sdc,ln_sdc,mean_para,weighted_core_area,weighted_patch_area,ag_index,patch_area,total_class_area,core_area_index,clumpiness,patch_cohesion_index,core_area,number_of_patches,patch_density,pladj,pland,total_core_area,Year,StartMonth,StartDay,Fire_type,bailey_ecoregion,ecoregion_group,eco_code,sm_rdnbr
OR4292412304820150730,STOUTS CREEK,sample_bigger,27570,0.00591,-5.1309,0.096697516,366.88,1046.64,83.53,4.22,2809.08,5.42,0.82,97.9,2.5,665,1.55,83.06,6.54,1661.49,2015,7,30,Wildfire,Sierran Steppe,SS,4,0.46
OR4311312273420020713,BOULDER,sample_bigger,48505,0.0142,-4.25481,0.096104503,30.22,65.17,72.42,1.48,2444.04,5.84,0.71,89.23,0.58,1656,3.1,71.98,4.58,967.59,2002,7,13,Wildfire,Sierran Steppe,SS,4,0.3902
ID4219911281819920802,MEADOW DIVIDE,sample1,12968,0.034087605,-3.378821451,0.094324717,0,10.73853854,59.53861257,0.836059701,280.08,3.431502657,0.590544103,79.57687936,0.140507463,335,1.414433129,58.46722365,1.18255054,47.07,1992,8,2,Wildfire,Intermountain West,INT,5,0.5598
ID4307711665420010826,ROUGH DIAMONDS,sample1,8752,0.01547584,-4.168475181,0.104693994,0.889578,122.3735764,70.37037037,1.387181467,359.28,2.392536393,0.698400981,93.82811013,0.485444015,259,1.267464337,69.251002,1.758203039,125.73,2001,8,26,Wildfire,Intermountain West,INT,5,0.6543
ID4335611513420031022,HILL CITY BLUES 2,sample1,1523,NA,#NUM!,0.114285714,0,0.635412857,35,0.18,1.26,0,0.349917179,34.97436272,0,7,0.070777849,25,0.012740013,0,2003,10,22,Wildfire,Intermountain West,INT,5,0.2697
ID4434811705020070706,WARM SPRINGS,sample1,24611,NA,#NUM!,0.101078023,11.17990234,789.3469329,74.35917377,2.628130081,2909.34,2.955453935,0.725023716,97.51987264,1.045772358,1107,2.569351604,73.94512157,6.752590241,1157.67,2007,7,6,Wildfire,Intermountain West,INT,5,0.6542
NV3737911453119980715,KANE,sample1,1166,0.016652215,-4.095212038,0.102421743,0,27.97063863,70.61118336,1.256896552,36.45,3.154511058,0.704968893,89.06583073,0.397241379,29,0.308216849,67.03703704,0.387396694,11.52,1998,7,15,Wildfire,Intermountain West,INT,5,0.5083
NV3929111776920020714,PONY EXPRESS,sample1,1967,0.08495665,-2.465614153,0.096288347,6.519670342,99.25239172,77.7202966,4.431,265.86,7.910219638,0.771048421,94.99872084,1.9455,60,0.606667273,76.28639133,2.688142688,116.73,2002,7,14,Wildfire,Intermountain West,INT,5,0.5507
NV4003911609619980830,ALPHA,sample1,2790,0.0384687,-3.257910355,0.103155787,0,3.420877197,53.49544073,0.432972973,16.02,3.054980029,0.534443305,64.19987974,0.063243243,37,0.253556298,49.43820225,0.109783024,2.34,1998,8,30,Wildfire,Intermountain West,INT,5,0.525
NV4085411817720010812,GOLDEN EAGLE,sample1,3149,0.03131927,-3.463521716,0.100002936,0,11.68953238,57.12187959,0.6372,63.72,2.251065102,0.569008487,78.39327042,0.0927,100,0.804838042,54.94350282,0.512842801,9.27,2001,8,12,Wildfire,Intermountain West,INT,5,0.4163
NV4145911697120060816,RODEAR,sample1,1143,0.06285828,-2.76687261,0.108237584,0,1.529804591,39.96789727,0.349411765,29.7,1.16275881,0.397831004,60.05067908,0.014823529,85,0.878291527,37.72727273,0.306885392,1.26,2006,8,16,Wildfire,Intermountain West,INT,5,0.7109
OR4285211851920060928,WILSON FIRE,sample1,6604,0.01315765,-4.33075194,0.107122701,5.782257,135.4534147,69.96753247,1.369083095,477.81,2.489552194,0.693011262,93.91987917,0.479398281,349,1.585575173,69.00546242,2.170784165,167.31,2006,9,28,Wildfire,Intermountain West,INT,5,0.4112
OR4517512030319940804,THIRTYMILE,sample1,15647,0.02547425,-3.670087141,0.107291697,1.334367,19.02850426,57.68293641,0.775106952,579.78,2.150431585,0.570177991,85.69958981,0.152205882,748,1.996461885,56.96212356,1.547471486,113.85,1994,8,4,Wildfire,Intermountain West,INT,5,0.4668
UT3731911357320050715,DAMMERON COMPLEX (DAMMERON),sample1,9393,0.012624762,-4.372095155,0.095245429,10.24010496,145.1644958,77.82293497,3.057352941,415.8,5.534895435,0.774558913,94.74308665,1.432720588,136,0.532523897,76.67748918,1.628113503,194.85,2005,7,15,Wildfire,Intermountain West,INT,5,0.4075
UT3919311158820040729,SIX MILE,sample1,4100,0.008453217,-4.7732082,0.097866849,18.76521397,207.8381357,81.70914543,3.485954198,456.66,5.785450255,0.812264854,95.13023407,1.893435115,131,0.737520423,80.55774537,2.570962413,248.04,2004,7,29,Wildfire,Intermountain West,INT,5,0.5582
UT4026611188719990814,CLAY PIT,sample1,5036,0.038306995,-3.262122762,0.110677922,0,5.687111846,50.69252078,0.469726027,34.29,1.236581858,0.505878445,71.94512444,0.045616438,73,0.450993112,48.03149606,0.211843203,3.33,1999,8,14,Wildfire,Intermountain West,INT,5,0.5398
UT4091911281819990828,FLAT,sample1,1739,0.03056828,-3.487792409,0.094058659,0,6.417506931,63.51351351,0.948648649,35.1,5.998955937,0.633877147,77.10893618,0.194594595,37,0.362196477,60.25641026,0.343597198,7.2,1999,8,28,Wildfire,Intermountain West,INT,5,0.5769
WA4655211982819940721,COLDCREEK,sample1,2909,0.02065203,-3.879941659,0.107741276,0,13.4178015,67.81045752,0.729,29.16,4.560606061,0.677366894,78.77425355,0.2295,40,0.313640623,64.04320988,0.228644014,9.18,1994,7,21,Wildfire,Intermountain West,INT,5,0.6041
WA4733311786420140719,WATERMELON HILL,sample1,9322,0.0622367,-2.776810421,0.107108964,0,1.780928068,40.77163712,0.31375,45.18,0.666533887,0.406588349,56.29327612,0.01125,144,0.60586783,38.94422311,0.190091032,1.62,2014,7,19,Wildfire,Intermountain West,INT,5,0.6811
NV3744211459419960607,BOYD,sample1,5355,0.02474224,-3.699243374,0.102938528,0,20.85578884,58.64536132,0.768406375,192.87,2.379948352,0.581331163,83.38560345,0.145577689,251,1.592267795,57.37284181,1.223508724,36.54,1996,6,7,Wildfire,Intermountain West,INT,5,0.492
ID4212911288120070620,COW CANYON,sample1,13447,0.00866163,-4.748852352,0.095842969,80.72421987,478.9113035,79.03615397,2.9133,1165.32,5.522806037,0.780903309,96.4806155,1.45845,400,1.481797598,78.34028421,4.316920943,583.38,2007,6,20,Wildfire,Intermountain West,INT,5,0.5305
ID4217711361520160902,GRAPE,sample1,1280,0.006276883,-5.070881759,0.101657347,29.800863,397.3892615,89.13635239,6.198,185.94,5.710681911,0.888885736,97.30756332,4.209,30,0.359784705,87.1732817,2.229945601,126.27,2016,9,2,Wildfire,Intermountain West,INT,5,0.5108
NV3673011505220060627,VEGAS,sample1,21593,0.03002833,-3.50561401,0.109488722,0,11.0278664,53.81984036,0.567123288,41.4,1.151213725,0.537667608,81.8372023,0.076438356,73,0.202439703,51.30434783,0.11480827,5.58,2006,6,27,Wildfire,Intermountain West,INT,5,0.4469
NV3745511502620060705,TWIN SPRINGS,sample1,1660,0.01868908,-3.979815883,0.095659561,0,23.22972329,71.28427128,1.157142857,64.8,5.985306395,0.711419185,84.81818396,0.379285714,56,0.426296398,68.61111111,0.493285832,21.24,2006,7,5,Wildfire,Intermountain West,INT,5,0.4665
NV4068011602019940724,RAIN,sample1,10010,NA,#NUM!,0.117724868,0,0.643140851,27.86885246,0.175263158,3.33,0,0.278580587,33.76985408,0,19,0.085367782,22.97297297,0.014961827,0,1994,7,24,Wildfire,Intermountain West,INT,5,0.5825
OR4483412115319880721,BROCHER,sample1,1105,0.02390324,-3.733741264,0.117520534,0,19.74824143,62.82352941,0.707586207,20.52,0.951248514,0.627343322,87.20485553,0.148965517,29,0.338269739,58.55263158,0.239355001,4.32,1988,7,21,Wildfire,Intermountain West,INT,5,0.66
OR4503212042520080703,DEEP CREEK,sample1,4810,0.025465239,-3.670440933,0.101185855,0,8.962792028,64.55223881,0.851931818,74.97,5.438811366,0.643754997,78.5190076,0.215795455,88,0.58234335,62.30492197,0.496116829,18.99,2008,7,3,Wildfire,Intermountain West,INT,5,0.599
CA3968012006219870613,BALLS CANYON #2,sample2,1285,0.02753887,-3.592156818,0.100538839,0,19.4047555,64.83899043,1.171956522,53.91,3.975780621,0.646095654,86.48274004,0.273913043,46,0.553150553,62.1869783,0.648268398,12.6,1987,6,13,Wildfire,Intermountain West,INT,5,0.573
CA4093812010520150803,DODGE,sample2,10979,0.01595811,-4.137788115,0.098776534,1.1119725,66.34753325,71.60225005,1.601082803,502.74,3.935855624,0.710159135,92.04867586,0.566942675,314,1.263495053,70.64088793,2.0229602,178.02,2015,8,3,Wildfire,Intermountain West,INT,5,0.7077
CA4125312008820030731,BARBER,sample2,1420,NA,#NUM!,0.11468254,0,1.983017625,47.36842105,0.308571429,2.16,0,0.473568442,58.20007586,0,7,0.071267492,37.5,0.021991112,0,2003,7,31,Wildfire,Intermountain West,INT,5,0.6038
CO4009610841220020730,NORTH BARCUS,sample2,4042,0.01896351,-3.965238673,0.101771566,0,24.01801068,68.83167544,1.39260355,235.35,5.513278889,0.682621593,88.03756116,0.442544379,169,1.288549749,67.47609943,1.794438955,74.79,2002,7,30,Wildfire,Intermountain West,INT,5,0.5584
ID4222111496319850815,HOUSE CK,sample2,20848,0.013612741,-4.296749087,0.105758413,6.172496406,89.53097745,72.43563823,1.396666667,339.39,2.755164573,0.722624871,94.01088347,0.561481481,243,0.446956228,71.2543092,0.624248865,136.44,1985,8,15,Wildfire,Intermountain West,INT,5,0.3497
ID4282611245319870830,CITY CREEK,sample2,2188,0.015223861,-4.184891279,0.096676309,1.334367,105.2070176,71.98067633,2.149354839,199.89,2.628841435,0.714250332,94.46991767,0.720967742,93,0.904694782,70.44124268,1.944510108,67.05,1987,8,30,Wildfire,Intermountain West,INT,5,0.5713
ID4306611207619990925,DRY,sample2,2796,0.017277241,-4.058365193,0.107809851,0,71.29513141,68.05581395,1.503658537,246.6,1.688057261,0.674178801,94.05138795,0.446158537,164,1.302108145,66.75182482,1.957926028,73.17,1999,9,25,Wildfire,Intermountain West,INT,5,0.6372
ID4464711630020070830,GRAYS CREEK,sample2,24369,0.006491854,-5.037207119,0.096247753,324.4546027,1777.059463,82.70025131,4.387310924,3132.54,4.419329511,0.813788959,98.52560897,2.513193277,714,1.617393916,82.25593289,7.096009998,1794.42,2007,8,30,Wildfire,Intermountain West,INT,5,0.3381
NV3868311477619850817,SHEEPCREEK,sample2,1884,0.01998838,-3.912604174,0.104809163,0,27.07675731,63.95759717,0.987313433,66.15,2.945507256,0.637417445,87.20187778,0.21761194,67,0.602969671,61.56462585,0.595320055,14.58,1985,8,17,Wildfire,Intermountain West,INT,5,0.4458
NV3906611944019960704,SUNRISE,sample2,3319,0.01148423,-4.466780489,0.095807052,0.889578,62.71711786,77.64932563,1.89,96.39,6.350507891,0.774527406,90.11775217,0.847058824,51,0.461312189,75.25676937,0.871880037,43.2,1996,7,4,Wildfire,Intermountain West,INT,5,0.5793
NV4097611676819890814,ROCK CREK,sample2,3518,0.08495665,-2.465614153,0.117902893,0,1.6061825,35.39325843,0.2475,8.91,0.642174432,0.353489585,60.40220377,0.0075,36,0.276854928,31.81818182,0.068521595,0.27,1989,8,14,Wildfire,Intermountain West,INT,5,0.4693
OR4299311723419860811,JORDAN,sample2,11837,0.02360066,-3.746480601,0.11556147,0,16.14874375,56.12745098,0.429,38.61,1.137120324,0.560557941,77.22735905,0.107,90,0.380100955,53.37995338,0.16306331,9.63,1986,8,11,Wildfire,Intermountain West,INT,5,0.5922
OR4556511863519870822,EMIGRANT HILL,sample2,2789,0.01130771,-4.482270485,0.103472238,9.82242375,182.7855778,77.1619842,3.817981651,416.16,3.143872307,0.763383508,97.15368529,1.661284404,109,0.911706648,76.02724913,3.480879253,181.08,1987,8,22,Wildfire,Intermountain West,INT,5,0.6239
UT3863911257519950726,COVE FORT,sample2,2061,0.01529153,-4.180456199,0.10458559,0,32.91875483,66.40926641,1.069,96.21,3.286192449,0.661604668,86.50493185,0.313,90,0.68777683,64.35921422,0.735233431,28.17,1995,7,26,Wildfire,Intermountain West,INT,5,0.5074
UT3987511158320010702,NEBO CREEK,sample2,4695,0.01230044,-4.398120245,0.09517272,6.907707955,256.871389,76.69398361,3.36591133,683.28,5.779416207,0.755531391,96.37715753,1.427586207,203,1.386438717,75.81006322,4.666629786,289.8,2001,7,2,Wildfire,Intermountain West,INT,5,0.5624
UT4054911223820140720,ANACONDA,sample2,1142,NA,#NUM!,0.116666667,0,0.741315,34.21052632,0.216,2.16,0,0.341925713,42.82890618,0,10,0.126315736,27.08333333,0.027284199,0,2014,7,20,Wildfire,Intermountain West,INT,5,0.3205
UT4196911322720070815,DUFFY,sample2,9539,0.01845715,-3.99230345,0.101780486,0,42.51803495,67.94298028,1.44,276.48,3.891849925,0.675632796,89.61602227,0.403125,192,0.812908995,66.71549479,1.170588953,77.4,2007,8,15,Wildfire,Intermountain West,INT,5,0.6357
WA4793711960020000915,STORMY PT,sample2,1153,NA,#NUM!,0.133333333,0,0.2223945,0,0.09,0.27,0,-1,0,0,3,0.036115686,0,0.003250412,0,2000,9,15,Wildfire,Intermountain West,INT,5,0.6752
WY4282310944220020806,DIVIDE,sample2,2831,0.0321774,-3.436490936,0.105513018,0,6.008753638,55.54035568,0.458456376,68.31,2.214761223,0.552732579,68.74159344,0.079731544,149,1.30258191,53.4914361,0.597176982,11.88,2002,8,6,Wildfire,Intermountain West,INT,5,0.3592
NV3791511505620060907,OREANA,sample2,3150,0.01437559,-4.24222365,0.10562384,3.3359175,83.56597661,69.40663407,1.912375691,346.14,2.966825218,0.685890934,93.19759493,0.604640884,181,1.360992306,68.27873115,2.602728602,109.44,2006,9,7,Wildfire,Intermountain West,INT,5,0.5702
UT4038711210219990724,LONG RIDGE,sample2,1133,0.01093485,-4.515800342,0.090852677,6.671835,157.7656671,82.54649499,5.385,129.24,9.841029321,0.822909772,95.36963396,2.79,24,0.267942071,80.36211699,1.442868052,66.96,1999,7,24,Wildfire,Intermountain West,INT,5,0.5553
ID4456311709020050728,SNAKE ONE,sample2,24056,0.028248164,-3.566726815,0.106685176,0,11.34193902,56.26222085,0.668087349,443.61,2.154408628,0.558490111,81.21148751,0.115888554,664,1.400866934,55.45749645,0.935901477,76.95,2005,7,28,Wildfire,Intermountain West,INT,5,0.7163
ID4464911708019860810,WAYLE,sample2,1300,0.012741243,-4.362911067,0.107641235,3.113523,75.66626238,73.04460246,1.288928571,72.18,2.859828879,0.728228179,91.64663637,0.503035714,56,0.633137513,70.44887781,0.81606903,28.17,1986,8,10,Wildfire,Intermountain West,INT,5,0.5457
NV4062411784719990711,LANG SYNE,sample2,22651,0.03245537,-3.427889364,0.10588743,0,14.8725747,56.00480986,0.650961538,304.65,1.789558114,0.556905287,81.64866666,0.101538462,468,1.089598525,55.03692762,0.709286732,47.52,1999,7,11,Wildfire,Intermountain West,INT,5,0.6353
UT4038111251120000806,COW HOLLOW,sample2,2263,0.005695993,-5.167992334,0.095382254,110.0852775,637.5672123,88.30639289,13.09875,314.37,7.389838111,0.879340421,98.08691587,8.67,24,0.235592072,86.80217578,3.085961657,208.08,2000,8,6,Wildfire,Intermountain West,INT,5,0.39
CA3865011956720020713,SLINKARD,sample3,8905,0.01091468,-4.517646607,0.100970707,36.4875243,193.3960175,77.01066516,2.810063694,882.36,4.862050466,0.759551099,94.86058922,1.272898089,314,1.562219366,76.22909017,4.389935924,399.69,2002,7,13,Wildfire,Intermountain West,INT,5,0.6848
CO4021910838720020622,PINYON RIDGE,sample3,2390,0.01298691,-4.343813352,0.107440742,0.889578,124.9833419,77.62509723,2.818571429,177.57,4.326835859,0.772416319,94.8311079,1.251428571,63,0.597800096,75.87430309,1.68494227,78.84,2002,6,22,Wildfire,Intermountain West,INT,5,0.3788
ID4284211649119900808,CASTLE CK,sample3,10443,NA,#NUM!,0.09806635,3.1876545,294.4325225,73.11306052,2.670549738,1020.15,3.731068648,0.720345381,96.4387565,0.975157068,382,1.444130667,72.42611381,3.856622776,372.51,1990,8,8,Wildfire,Intermountain West,INT,5,0.6041
ID4323011205419910823,GARDEN PK,sample3,5649,0.008492821,-4.768534061,0.101622123,7.618304616,434.7489977,79.47155963,3.506440678,620.64,4.721325504,0.786071567,97.165049,1.736440678,177,1.152341499,78.50928074,4.040617108,307.35,1991,8,23,Wildfire,Intermountain West,INT,5,0.6666
ID4332811564620051015,SURRUP,sample3,1020,0.02035862,-3.89425087,0.106913326,0,25.05710138,65.79463702,1.034347826,71.37,3.472698389,0.655408705,87.15611471,0.31173913,69,0.711972908,63.43001261,0.73642763,21.51,2005,10,15,Wildfire,Intermountain West,INT,5,0.552
NV3925811988320161014,LITTLE VALLEY,sample3,2964,0.01637991,-4.111699695,0.091004042,0,52.15568015,75.82668187,2.428915663,201.6,7.672219776,0.754908497,92.2758168,0.984578313,83,0.564133097,74.21875,1.370231716,81.72,2016,10,14,Wildfire,Intermountain West,INT,5,0.6165
NV4003011445220130701,NORTH CREEK,sample3,1275,0.009222674,-4.686090262,0.086526335,14.5120242,177.6668252,84.76261496,8.415,185.13,13.31870062,0.84463212,96.04530035,4.819090909,22,0.229002787,82.88770053,1.927058449,106.02,2013,7,1,Wildfire,Intermountain West,INT,5,0.5401
NV4004911989320160729,ANDERSON,sample3,15346,0.019098,-3.958171661,0.099889291,1.82750263,47.48237173,69.09448819,1.280552885,532.71,3.932175864,0.685982824,89.49014619,0.415384615,416,1.233987821,68.19564116,1.580186664,172.8,2016,7,29,Wildfire,Intermountain West,INT,5,0.6273
NV4060311924820070717,SELENITE,sample3,1947,0.05425686,-2.914025843,0.111976346,0,1.553340046,43.03797468,0.316216216,11.7,2.062588905,0.429694771,56.9263364,0.029189189,37,0.379824932,39.23076923,0.120106803,1.08,2007,7,17,Wildfire,Intermountain West,INT,5,0.6229
NV4067411604219990718,RAIN,sample3,21939,NA,#NUM!,0.103340915,983.6508735,3320.778763,81.28241846,3.156792453,2844.27,2.685853905,0.797665139,98.57240957,1.78082131,901,2.373313525,80.82460526,7.492058224,1604.52,1999,7,18,Wildfire,Intermountain West,INT,5,0.6293
OR4211712017420010808,LAKEVIEW COMPLEX (SOUTH WARNER),sample3,1688,0.03927728,-3.237109044,0.103481669,0,4.409989973,54.778157,0.57122449,27.99,2.516303225,0.546322256,70.94623686,0.067959184,49,0.563111594,51.60771704,0.321663133,3.33,2001,8,8,Wildfire,Intermountain West,INT,5,0.5035
OR4282211753919860810,ROUND MTN,sample3,4488,0.04348041,-3.135444787,0.114503586,0,3.114552604,44.89051095,0.373846154,38.88,1.370611242,0.447147335,68.12527045,0.037211538,104,0.850473648,42.70833333,0.317946302,3.87,1986,8,10,Wildfire,Intermountain West,INT,5,0.5845
OR4345011705119900811,TRIMBLY CR,sample3,1356,0.04169992,-3.177256069,0.093253993,0,3.383473557,59.93150685,0.681428571,14.31,5.329141758,0.598709136,70.08860354,0.094285714,21,0.221587006,55.03144654,0.150995717,1.98,1990,8,11,Wildfire,Intermountain West,INT,5,0.4774
UT3852911147320090730,SOLOMON BASIN WFM,sample3,1940,0.009039069,-4.706199097,0.087330516,32.914386,393.7856379,86.0985895,5.94,314.82,11.0978155,0.856787458,97.32318072,3.644150943,53,0.493537453,84.63407662,2.931612471,193.14,2009,7,30,Wildfire,Intermountain West,INT,5,0.5811
UT4034211239119860710,CIRCUS,sample3,2670,0.04431495,-3.116433187,0.110402569,0,3.575131752,52.31481481,0.411923077,10.71,1.236263736,0.522685204,66.79823306,0.038076923,26,0.235454781,47.4789916,0.096989258,0.99,1986,7,10,Wildfire,Intermountain West,INT,5,0.6108
UT4168011233019950718,THATCHER MOUNTAIN,sample3,2218,0.02264618,-3.787764095,0.109524226,0,13.64350258,63.27599102,0.762804878,62.55,2.705185697,0.630440148,81.87689129,0.188780488,82,0.822896596,60.86330935,0.627709538,15.48,1995,7,18,Wildfire,Intermountain West,INT,5,0.524
WY4418610740819960825,NBROKENBAC,sample3,4921,0.01844597,-3.992909361,0.105811984,0,76.71051296,67.47055524,1.002073171,164.34,1.999709665,0.671143856,90.51699729,0.33804878,164,1.08081533,65.88170865,1.083056045,55.44,1996,8,25,Wildfire,Intermountain West,INT,5,0.6228
ID4296911535519860704,ALKALI CR,sample3,2339,0.024438028,-3.711614835,0.091504884,0,17.40516509,73.71601208,2.01375,16.11,8.533653846,0.736752896,87.16478336,0.59625,8,0.076818412,68.15642458,0.154693077,4.77,1986,7,4,Wildfire,Intermountain West,INT,5,0.6418
CO3820610824519900627,HORESEFLY,sample3,3760,0.01071922,-4.535716887,0.096952342,5.038823957,75.16353022,72.30769231,1.457307692,265.23,4.560826541,0.716940522,89.99943794,0.568186813,182,1.487595335,70.97047845,2.167884124,103.41,1990,6,27,Wildfire,Intermountain West,INT,5,0.6406
ID4249211230420000807,HAWKINS,sample3,3278,0.015526288,-4.165220692,0.091731383,5.337468,69.63028973,74.37880919,2.335714286,196.2,6.384608365,0.739774569,91.5672904,0.885,84,0.660322851,72.77522936,1.542325516,74.34,2000,8,7,Wildfire,Intermountain West,INT,5,0.4413
NV3941211452219870621,BASSET,sample3,4745,0.02272056,-3.784485038,0.097556539,0,32.72264411,71.47215866,2.046,61.38,5.781425614,0.713741303,90.06671638,0.597,30,0.167373821,68.69501466,0.342446838,17.91,1987,6,21,Wildfire,Intermountain West,INT,5,0.6091
NV4087311584620030717,SCHELL,sample3,1842,0.0653709,-2.727678074,0.105642342,0,1.6556035,41.64759725,0.356949153,21.06,0.821382008,0.415019807,59.43614051,0.013728814,59,0.697369852,38.88888889,0.248925578,0.81,2003,7,17,Wildfire,Intermountain West,INT,5,0.5302
NV4187611740319990817,EAST QUINN,sample3,1079,0.01932008,-3.946610309,0.100253761,0,40.68140901,70.12828345,1.293559322,76.32,4.511405916,0.698261459,88.87276268,0.419491525,59,0.774083171,67.68867925,1.001322501,24.75,1999,8,17,Wildfire,Intermountain West,INT,5,0.4671
OR4329711833919850707,ROBINSON,sample3,5866,0.02453061,-3.707833554,0.114737695,0,12.95213039,51.73867229,0.37275,44.73,1.156457178,0.516212297,73.51665563,0.07275,120,0.651257905,49.39637827,0.242756384,8.73,1985,7,7,Wildfire,Intermountain West,INT,5,0.5548
OR4487012077419940622,COURTHOUSE,sample3,3111,0.042429568,-3.159909801,0.110546133,0,3.269350439,49.07063197,0.322682927,13.23,2.054670392,0.490146552,60.96024411,0.043902439,41,0.340241057,44.89795918,0.10978998,1.8,1994,6,22,Wildfire,Intermountain West,INT,5,0.464
ID4216011532120070721,MURPHY COMPLEX,mega,567409,0.009068528,NA,0.10681215,431.6378625,1346.232912,74.62294574,2.034442997,29676.42,2.695601691,0.737207049,97.63055357,0.909242476,14587,1.687575562,74.49293075,3.433276285,13263.12,2007,7,21,Wildfire,Intermountain West,INT,5,0.6027
ID4304511327219990803,MULE BUTTE,mega,138102,0.037198759,NA,0.10875084,0,7.139681624,50.29974308,0.419376623,161.46,1.804742985,0.50247297,78.39408466,0.053766234,385,0.251357494,49.10813824,0.105413457,20.7,1999,8,3,Wildfire,Intermountain West,INT,5,0.7078
ID4304711393919960703,RICHFIELDS,mega,178385,0.046807516,NA,0.10658495,0,2.087331236,46.36251541,0.342081448,75.6,2.375495701,0.463412569,58.59516099,0.034615385,221,0.115814435,44.76190476,0.03961797,7.65,1996,7,3,Wildfire,Intermountain West,INT,5,0.5262
NV3716611461920050622,SOUTHERN NEVADA COMPLEX (MEADOW VALLEY),mega,150019,0.003305031,NA,0.11068192,1745.829623,2776.173382,81.15080117,2.165196078,5962.95,1.639584638,0.806772064,97.78867396,1.293954248,2754,1.131982501,80.83540865,2.450964072,3563.55,2005,6,22,Wildfire,Intermountain West,INT,5,0.5868
NV3724211430320050622,SOUTHERN NEVADA COMPLEX (DUZAK),mega,327156,0.005236377,NA,0.10879895,758.1619428,1660.168895,77.42972055,1.861510712,15119.19,1.842252664,0.764635638,97.8507346,0.973079291,8122,2.205166258,77.24074504,4.10494061,7903.35,2005,6,22,Wildfire,Intermountain West,INT,5,0.5698
NV3728011477820050628,DELAMAR,mega,172390,0.004815785,NA,0.10794358,3270.346615,5690.058841,79.70902207,2.577677348,13916.88,2.125301857,0.781356294,98.51447094,1.422946842,5399,2.791718271,79.50618242,7.196148949,7682.49,2005,6,28,Wildfire,Intermountain West,INT,5,0.5241
NV3984111739119990804,NEW PASS COMPLEX (NEW PASS-ANTELOPE),mega,172226,0.009059685,NA,0.10430164,82.53739378,1300.505452,77.78282407,2.714153456,4280.22,3.520747846,0.773924783,97.8261665,1.311363348,1577,0.636153871,77.42545944,1.726619227,2068.02,1999,8,4,Wildfire,Intermountain West,INT,5,0.7073
NV3994911652819990805,EUREKA COMPLEX (TRAIL CANYON),mega,106236,0.028388901,NA,0.10651058,0.2223945,13.53541774,55.23349436,0.556150082,340.92,2.271233712,0.551817516,77.06227116,0.104094617,613,0.207588044,54.32946146,0.115450108,63.81,1999,8,5,Wildfire,Intermountain West,INT,5,0.4185
NV4011611706720070716,ANTELOPE COMPLEX,mega,130150,0.025026491,NA,0.10485577,13.3189595,28.27128238,59.68535352,0.796231076,1998.54,2.436618616,0.596052348,85.01686096,0.175517928,2510,0.249097701,59.28352697,0.19833933,440.55,2007,7,16,Wildfire,Intermountain West,INT,5,0.686
NV4034111594019990805,SADLER COMPLEX,mega,183908,0.027876094,NA,0.10702215,0,22.42511785,55.90798601,0.609,767.34,1.762888636,0.557662916,82.908235,0.110642857,1260,0.525995446,55.30143092,0.320331227,139.41,1999,8,5,Wildfire,Intermountain West,INT,5,0.6149
NV4120311652020050715,ESMERALDA,mega,101118,0.022296663,NA,0.10809622,14.0108535,39.30380043,59.59031657,0.713881335,2310.12,1.899071491,0.589325214,86.49961779,0.172129172,3236,2.243709415,59.21770298,1.601742272,557.01,2005,7,15,Wildfire,Intermountain West,INT,5,0.6878
NV4142111667920060725,WINTERS,mega,242873,0.028196141,NA,0.10527543,0.889578,21.49405126,56.11518252,0.634579598,2618.91,2.063049151,0.555837911,81.3429497,0.116757936,4127,1.885328191,55.78542218,1.196390805,481.86,2006,7,25,Wildfire,Intermountain West,INT,5,0.658
